iter	Accuracy	CrossEntropy
75	0.859375	0.5055330037
76	0.859375	0.5054385391
77	0.859375	0.5029671776
78	0.8515625	0.5020120331
79	0.859375	0.4998761613
80	0.859375	0.4979919991
81	0.859375	0.4954499974
82	0.8671875	0.4946187503
83	0.859375	0.4943148302
84	0.8671875	0.4926273183
85	0.8671875	0.4916501171
86	0.8671875	0.4901354591
87	0.8671875	0.4891965972
88	0.8671875	0.4872072853
89	0.8671875	0.4859999014
90	0.8671875	0.4849146646
91	0.8671875	0.4831164349
92	0.8828125	0.4805503942
93	0.8828125	0.4783741803
94	0.8828125	0.476593933
95	0.8828125	0.475000459
96	0.8828125	0.4730071779
97	0.8828125	0.4715569864
98	0.8828125	0.4698757969
99	0.8828125	0.4691307757
100	0.8828125	0.4685130911
101	0.8828125	0.467273848
102	0.8828125	0.4671984589
103	0.8828125	0.4655333209
104	0.8828125	0.4652893908
105	0.8828125	0.4635858244
106	0.8828125	0.4633805129
107	0.8828125	0.4627422253
108	0.8828125	0.4610212485
109	0.8828125	0.4595796247
110	0.8828125	0.4578276321
111	0.8828125	0.4565010238
112	0.8828125	0.4555777367
113	0.8828125	0.4544432126
114	0.890625	0.4529272505
115	0.890625	0.4519286526
116	0.890625	0.4512050173
117	0.890625	0.4507073278
118	0.8984375	0.4495439761
119	0.8984375	0.4484952764
120	0.8984375	0.4467615853
121	0.90625	0.4449095405
122	0.90625	0.4434877279
123	0.90625	0.4419764356
124	0.90625	0.4406331178
125	0.9140625	0.4384726239
126	0.9140625	0.437080046
127	0.9140625	0.436698394
128	0.9140625	0.4352390747
129	0.9140625	0.4335616423
130	0.9140625	0.4321290047
131	0.9140625	0.4302593491
132	0.9140625	0.4287133375
133	0.9140625	0.4269839612
134	0.921875	0.4255620213
135	0.921875	0.424267006
136	0.921875	0.4233157854
137	0.921875	0.422792277
138	0.921875	0.420671886
139	0.921875	0.4191382153
140	0.921875	0.417696676
141	0.921875	0.415730885
142	0.921875	0.414151987
143	0.921875	0.4139679415
144	0.921875	0.4123048254
145	0.921875	0.4109597265
146	0.921875	0.4092775818
147	0.921875	0.4080676881
148	0.921875	0.4067506478
149	0.921875	0.4054906771
150	0.921875	0.4033875412
151	0.921875	0.4016114831
152	0.9296875	0.3998209943
153	0.9296875	0.3992573232
154	0.9296875	0.3978066243
155	0.9296875	0.3966684106
156	0.9375	0.3942346721
157	0.9375	0.3936888094
158	0.9375	0.3928704223
159	0.9375	0.3911405648
160	0.9453125	0.3896447945
161	0.9453125	0.3880504918
162	0.9453125	0.387436415
163	0.9453125	0.3858150791
164	0.9453125	0.3840646422
165	0.953125	0.3827478192
166	0.953125	0.3813629762
167	0.953125	0.3801626216
168	0.953125	0.3792189577
169	0.953125	0.3782322842
170	0.953125	0.3770068205
171	0.953125	0.3756782794
172	0.953125	0.3747501015
173	0.953125	0.3737745054
174	0.953125	0.3720380981
175	0.953125	0.3707695987
176	0.953125	0.3695099428
177	0.953125	0.3681233691
178	0.953125	0.3672985476
179	0.953125	0.3662339375
180	0.953125	0.3649196528
181	0.953125	0.3642374112
182	0.953125	0.3630828165
183	0.953125	0.3612128814
184	0.953125	0.3594823663
185	0.953125	0.357480098
186	0.953125	0.3567243624
187	0.953125	0.3554078322
188	0.953125	0.3551050698
189	0.953125	0.3536217511
190	0.953125	0.3528571489
191	0.953125	0.351129312
192	0.953125	0.3504356185
193	0.953125	0.3493155185
194	0.9609375	0.3479687788
195	0.9765625	0.34689282
196	0.9765625	0.3455267874
197	0.9765625	0.3442583916
198	0.9765625	0.3430255645
199	0.9765625	0.3417027236
200	0.9765625	0.3407147704
201	0.9765625	0.3394809613
202	0.9765625	0.338196212
203	0.9765625	0.3374250764
204	0.9765625	0.3362856518
205	0.9765625	0.3352194207
206	0.984375	0.3340035944
207	0.984375	0.3324702834
208	0.984375	0.3312392859
209	0.984375	0.330337429
210	0.984375	0.32929885
211	0.984375	0.328500137
212	0.984375	0.3274561706
213	0.984375	0.3262184683
214	0.984375	0.325160062
215	0.984375	0.32371366
216	0.984375	0.3223993962
217	0.984375	0.3209706004
218	0.984375	0.3198862848
219	0.984375	0.3189895819
220	0.984375	0.3178532934
221	0.984375	0.3171776605
222	0.984375	0.3160251825
223	0.984375	0.3154612406
224	0.984375	0.3148964813
225	0.984375	0.3138357694
226	0.984375	0.3127307594
227	0.984375	0.3119159183
228	0.984375	0.3108785004
229	0.984375	0.3102085438
230	0.984375	0.3091432811
231	0.984375	0.3087525891
232	0.984375	0.3075956994
233	0.984375	0.3068112512
234	0.984375	0.3058353469
235	0.984375	0.3049989294
236	0.984375	0.3039301117
237	0.984375	0.3030933502
238	0.9921875	0.30206114
239	0.984375	0.3011620037
240	0.9921875	0.3002926334
241	0.9921875	0.2996681149
242	0.9921875	0.2986472108
243	0.9921875	0.2980498777
244	0.9921875	0.2969733432
245	0.9921875	0.2962781016
246	0.9921875	0.2951429767
247	0.9921875	0.2942728549
248	0.9921875	0.2933334469
249	0.9921875	0.29220675
250	0.9921875	0.2912585666
251	0.9921875	0.2902978296
252	0.9921875	0.2892078626
253	0.9921875	0.2881995297
254	0.9921875	0.2872137934
255	0.9921875	0.2860368228
256	0.9921875	0.2850611553
257	0.9921875	0.2844393787
258	0.9921875	0.2836112743
259	0.9921875	0.2827546297
260	0.9921875	0.2817423421
261	0.9921875	0.2806061497
262	0.9921875	0.2795975631
263	0.9921875	0.2786756515
264	0.9921875	0.2779275398
265	0.9921875	0.2767287544
266	0.9921875	0.2758395299
267	0.9921875	0.2749291852
268	0.9921875	0.2741288218
269	0.9921875	0.2730710894
270	0.9921875	0.2724147348
271	0.9921875	0.2715376096
272	0.9921875	0.2707516393
273	0.9921875	0.269738194
274	0.9921875	0.2694039016
275	0.9921875	0.2686059807
276	0.9921875	0.2677999176
277	0.9921875	0.267189605
278	0.9921875	0.2662944697
279	0.9921875	0.2656444506
280	0.9921875	0.2646738828
281	0.9921875	0.2637168896
282	1	0.2631260717
283	1	0.2625350713
284	1	0.2616358944
285	1	0.2612199885
286	1	0.2603924363
287	1	0.259689442
288	1	0.2589787184
289	1	0.2585524058
290	1	0.2577171176
291	1	0.2571612322
292	1	0.2562866785
293	1	0.2558984344
294	1	0.2551386228
295	1	0.2543706465
296	1	0.25356624
297	1	0.2527733006
298	1	0.2521278544
299	1	0.2513629258
300	1	0.2506528577
301	1	0.2499496351
302	1	0.2491654048
303	1	0.2484244256
304	1	0.2475306918
305	1	0.2467627427
306	1	0.2461634818
307	1	0.2457095015
308	1	0.2448265043
309	1	0.2446328505
310	1	0.2439638801
311	1	0.2435054566
312	1	0.2428744255
313	1	0.2418620484
314	1	0.2414895497
315	1	0.2408148108
316	1	0.2402095984
317	1	0.2395819691
318	1	0.2388451085
319	1	0.2382402747
320	1	0.2373278854
321	1	0.2367000174
322	1	0.2360033589
323	1	0.2347519256
324	1	0.2341104051
325	1	0.2332499114
326	1	0.2326267754
327	1	0.2320026369
328	1	0.2314968159
329	1	0.2306941364
330	1	0.2298870275
331	1	0.2292507338
332	1	0.2285399549
333	1	0.2278436232
334	1	0.2270821653
335	1	0.226520986
336	1	0.2258316962
337	1	0.225325772
338	1	0.224669981
339	1	0.2242669563
340	1	0.2240795178
341	1	0.2234072957
342	1	0.2228978333
343	1	0.2222611821
344	1	0.2216355021
345	1	0.2210749522
346	1	0.2205817175
347	1	0.2199266833
348	1	0.2195164042
349	1	0.2189682708
350	1	0.2185996854
351	1	0.2179906295
352	1	0.2174231464
353	1	0.2169527265
354	1	0.2165339847
355	1	0.2161496678
356	1	0.2155136022
357	1	0.214868326
358	1	0.2143127265
359	1	0.213734008
360	1	0.2133363036
361	1	0.2130978034
362	1	0.2127089682
363	1	0.2122010894
364	1	0.2117022413
365	1	0.2110987446
366	1	0.2105729655
367	1	0.2101814521
368	1	0.2094861676
369	1	0.2088201047
370	1	0.2082735731
371	1	0.2078573848
372	1	0.2072758165
373	1	0.2068747702
374	1	0.2063190183
375	1	0.2057795192
376	1	0.2051622888
377	1	0.204557694
378	1	0.2040421397
379	1	0.2036108196
380	1	0.2030268992
381	1	0.2026052147
382	1	0.2022155525
383	1	0.2016835303
384	1	0.2010791081
385	1	0.2004477004
386	1	0.2001569585
387	1	0.199488014
388	1	0.199109238
389	1	0.1988426267
390	1	0.1984996638
391	1	0.1981472682
392	1	0.1975322501
393	1	0.1971187419
394	1	0.1965135501
395	1	0.1960049264
396	1	0.1955778954
397	1	0.1950651511
398	1	0.1945808564
399	1	0.1941447765
400	1	0.1938361983
401	1	0.1933817888
402	1	0.193175946
403	1	0.1927761256
404	1	0.1923986766
405	1	0.1919950652
406	1	0.1915858044
407	1	0.1910660523
408	1	0.1906567734
409	1	0.1902407731
410	1	0.1899051483
411	1	0.1895276229
412	1	0.1890743104
413	1	0.1885843421
414	1	0.1883689367
415	1	0.1881529444
416	1	0.1877830331
417	1	0.1872809177
418	1	0.1867954686
419	1	0.1862360064
420	1	0.1858485785
421	1	0.1854397231
422	1	0.1848844458
423	1	0.1844132079
424	1	0.1840227945
425	1	0.1834666774
426	1	0.1830931733
427	1	0.1827088682
428	1	0.1823289618
429	1	0.1819813981
430	1	0.1815282272
431	1	0.181150904
432	1	0.180810142
433	1	0.1801123583
434	1	0.1797282231
435	1	0.1795012581
436	1	0.1791974985
437	1	0.1788026161
438	1	0.1784534818
439	1	0.1780230812
440	1	0.1775227656
441	1	0.1770907331
442	1	0.1766691033
443	1	0.1765098153
444	1	0.1763171498
445	1	0.1759245439
446	1	0.1755216651
447	1	0.1750795237
448	1	0.1745806499
449	1	0.1742218113
450	1	0.1738756354
451	1	0.173330187
452	1	0.1728184947
453	1	0.1724249547
454	1	0.1719794012
455	1	0.1714196639
456	1	0.1710795192
457	1	0.1708940514
458	1	0.1707048288
459	1	0.1702198058
460	1	0.1698693841
461	1	0.1695284251
462	1	0.1691222254
463	1	0.168741572
464	1	0.1685279439
465	1	0.1679774412
466	1	0.1676473778
467	1	0.1670843922
468	1	0.1665626093
469	1	0.1662364654
470	1	0.1654292794
471	1	0.1650799409
472	1	0.1647737686
473	1	0.1644151343
474	1	0.1641082143
475	1	0.1637179271
476	1	0.1634493924
477	1	0.1629515421
478	1	0.1626157851
479	1	0.1621901
480	1	0.1617979844
481	1	0.1616682799
482	1	0.1613366331
483	1	0.1609572524
484	1	0.160663627
485	1	0.1602798009
486	1	0.1598902788
487	1	0.1595261048
488	1	0.1591705768
489	1	0.1587170032
490	1	0.1584629921
491	1	0.1581047965
492	1	0.1578986184
493	1	0.1576666142
494	1	0.1573301184
495	1	0.1568432051
496	1	0.1566658607
497	1	0.1563587685
498	1	0.1561212545
499	1	0.1558985299
500	1	0.1555930926
501	1	0.1552725138
502	1	0.1548440848
503	1	0.1545819532
504	1	0.1541359978
505	1	0.1537062847
506	1	0.1534035151
507	1	0.1530583131
508	1	0.1527333094
509	1	0.1524250215
510	1	0.1522346767
511	1	0.151844597
512	1	0.1516416449
513	1	0.1513194509
514	1	0.1510029559
515	1	0.1507181071
516	1	0.1503644957
517	1	0.1500141565
518	1	0.1497777484
519	1	0.1495496344
520	1	0.1492224424
521	1	0.148801124
522	1	0.1484792775
523	1	0.1481653114
524	1	0.1478963923
525	1	0.1476231907
526	1	0.1473051708
527	1	0.1469128403
528	1	0.1465731774
529	1	0.1462508052
530	1	0.1458899932
531	1	0.1457361144
532	1	0.1454902719
533	1	0.1452453526
534	1	0.1449119408
535	1	0.1447111359
536	1	0.1444647993
537	1	0.1441654874
538	1	0.1438626172
539	1	0.1434718963
540	1	0.1432021314
541	1	0.1431048061
542	1	0.1427962066
543	1	0.1424818301
544	1	0.1423365424
545	1	0.1420534574
546	1	0.1417198468
547	1	0.1413329054
548	1	0.1411365094
549	1	0.1409619035
550	1	0.1406365751
551	1	0.140352702
552	1	0.1401864518
553	1	0.1399107273
554	1	0.1397667728
555	1	0.1394858206
556	1	0.139189994
557	1	0.1388332187
558	1	0.1386243493
559	1	0.1383818686
560	1	0.1380859816
561	1	0.1378226345
562	1	0.1374620682
563	1	0.1372305875
564	1	0.1370804136
565	1	0.1367609656
566	1	0.1365109169
567	1	0.1362543958
568	1	0.136009594
569	1	0.1357520626
570	1	0.1355494521
571	1	0.1352687637
572	1	0.135111552
573	1	0.1349886465
574	1	0.134785229
575	1	0.1346426505
576	1	0.1343793955
577	1	0.1341398478
578	1	0.1338628838
579	1	0.1335188901
580	1	0.1332838426
581	1	0.1330111066
582	1	0.1327424049
583	1	0.1324792059
584	1	0.1321529493
585	1	0.1319039739
586	1	0.13158628
587	1	0.1314029292
588	1	0.1312283903
589	1	0.1311071488
590	1	0.1308926188
591	1	0.1306672531
592	1	0.1304555243
593	1	0.1302161102
594	1	0.1300291044
595	1	0.1297538687
596	1	0.1295127081
597	1	0.129362478
598	1	0.1291386034
599	1	0.1288819067
600	1	0.128703122
601	1	0.1286604282
602	1	0.1285400499
603	1	0.1283024907
604	1	0.1281638024
605	1	0.1279341623
606	1	0.1278475124
607	1	0.1275878873
608	1	0.1274081072
609	1	0.1271566778
610	1	0.1269490534
611	1	0.1266970978
612	1	0.1264670402
613	1	0.1263859909
614	1	0.1262188744
615	1	0.1260056039
616	1	0.1258014933
617	1	0.1256645271
618	1	0.1254614091
619	1	0.1252680195
620	1	0.1249710759
621	1	0.1247748477
622	1	0.1246432287
623	1	0.1244373306
624	1	0.124160406
625	1	0.1239225246
626	1	0.1236919843
627	1	0.1234069112
628	1	0.1232531998
629	1	0.1229810043
630	1	0.1227642484
631	1	0.1226330298
632	1	0.1224887227
633	1	0.122322233
634	1	0.1221038968
635	1	0.1220389636
636	1	0.1217125343
637	1	0.121446812
638	1	0.1211751798
639	1	0.1209423401
640	1	0.1207582387
641	1	0.120535816
642	1	0.1203142261
643	1	0.1200673951
644	1	0.1199050934
645	1	0.1196978646
646	1	0.1194331503
647	1	0.1193258829
648	1	0.1191644196
649	1	0.1190216963
650	1	0.1188475741
651	1	0.1187551069
652	1	0.1185641013
653	1	0.118466791
654	1	0.1182210017
655	1	0.1180360897
656	1	0.1178982402
657	1	0.1177226331
658	1	0.1175167139
659	1	0.1172613386
660	1	0.1170619652
661	1	0.1168131944
662	1	0.1165905502
663	1	0.1163834972
664	1	0.1161600019
665	1	0.1159666795
666	1	0.1158181807
667	1	0.115684844
668	1	0.1155413136
669	1	0.1154030456
670	1	0.115172657
671	1	0.1150087649
672	1	0.1147879505
673	1	0.1145494036
674	1	0.1143231922
675	1	0.1141983337
676	1	0.114020242
677	1	0.1138094288
678	1	0.1136787348
679	1	0.1135071517
680	1	0.1133927736
681	1	0.1132035644
682	1	0.1130553918
683	1	0.1127699115
684	1	0.1125867725
685	1	0.1124165995
686	1	0.1122602152
687	1	0.1121527547
688	1	0.111978773
689	1	0.1119481937
690	1	0.111792602
691	1	0.1116333977
692	1	0.1115030091
693	1	0.1113010952
694	1	0.1111413963
695	1	0.1109788489
696	1	0.1107965161
697	1	0.1106339021
698	1	0.1105612816
699	1	0.1105034502
700	1	0.1102916104
701	1	0.1102081366
702	1	0.1099861414
703	1	0.1098241665
704	1	0.1096440882
705	1	0.1095405042
706	1	0.1094995441
707	1	0.1093479403
708	1	0.1091852152
709	1	0.108999519
710	1	0.108846395
711	1	0.1086099013
712	1	0.1085139057
713	1	0.1083151355
714	1	0.1081168453
715	1	0.1079461076
716	1	0.1077161284
717	1	0.1075670449
718	1	0.1073756653
719	1	0.1072011917
720	1	0.1069455748
721	1	0.1067157524
722	1	0.1065045451
723	1	0.1064194635
724	1	0.1062296332
725	1	0.105971671
726	1	0.1058059797
727	1	0.1056990447
728	1	0.1055751959
729	1	0.1054110256
730	1	0.1052713374
731	1	0.1051425313
732	1	0.1049083736
733	1	0.1047472664
734	1	0.1046966617
735	1	0.1045564204
736	1	0.1043846822
737	1	0.1042607746
738	1	0.1041789608
739	1	0.1040408299
740	1	0.103968474
741	1	0.1038310521
742	1	0.1037003939
743	1	0.1035609411
744	1	0.1034189585
745	1	0.1033187221
746	1	0.1031653369
747	1	0.1030369506
748	1	0.1028958124
749	1	0.1027016955
750	1	0.1025820755
751	1	0.1024270925
752	1	0.1022434872
753	1	0.1021057735
754	1	0.1020229925
755	1	0.1018670228
756	1	0.1017779848
757	1	0.1016482874
758	1	0.1014444694
759	1	0.1012791772
760	1	0.1011322465
761	1	0.1010204766
762	1	0.1008291219
763	1	0.1006117374
764	1	0.1004988848
765	1	0.1003374363
766	1	0.1002005829
767	1	0.1000991091
768	1	0.09995475348
769	1	0.09976675276
770	1	0.09962209743
771	1	0.09943881025
772	1	0.09930842792
773	1	0.09916934202
774	1	0.0990650428
775	1	0.09896880332
776	1	0.09889649929
777	1	0.09871380775
778	1	0.0985714049
779	1	0.09843205362
780	1	0.09832522045
781	1	0.09818103583
782	1	0.09801226305
783	1	0.09791162311
784	1	0.09776515832
785	1	0.09765367705
786	1	0.09741833948
787	1	0.09728865994
788	1	0.09720025718
789	1	0.09704630196
790	1	0.09690466047
791	1	0.09680513385
792	1	0.09667632776
793	1	0.09656470037
794	1	0.09643069768
795	1	0.09624847721
796	1	0.09612954511
797	1	0.09599981286
798	1	0.09586548389
799	1	0.09579594982
800	1	0.09569016864
801	1	0.09552028117
802	1	0.09542458144
803	1	0.09529492455
804	1	0.09516071255
805	1	0.09502165951
806	1	0.09493295696
807	1	0.09481059877
808	1	0.09470450088
809	1	0.09464949871
810	1	0.09450145446
811	1	0.09432851972
812	1	0.09419812037
813	1	0.0940497754
814	1	0.09390883188
815	1	0.09375466662
816	1	0.09364184608
817	1	0.09346532062
818	1	0.09333209303
819	1	0.09320387016
820	1	0.09303711404
821	1	0.09291653262
822	1	0.09272236652
823	1	0.09260826908
824	1	0.09259354569
825	1	0.09243626632
826	1	0.09228532027
827	1	0.09212643315
828	1	0.09202829284
829	1	0.09188460607
830	1	0.09173009118
831	1	0.09160205029
832	1	0.09148414631
833	1	0.09135083738
834	1	0.09121536946
835	1	0.09107750524
836	1	0.09094203797
837	1	0.09081566174
838	1	0.09073240139
839	1	0.09059015751
840	1	0.09048810488
841	1	0.09038155808
842	1	0.09020253996
843	1	0.09005099064
844	1	0.08995533142
845	1	0.0898515321
846	1	0.08972150004
847	1	0.08965234364
848	1	0.08953321829
849	1	0.08943783675
850	1	0.08935706861
851	1	0.08918998737
852	1	0.08905930536
853	1	0.0889271755
854	1	0.08881531149
855	1	0.08872225422
856	1	0.08856239592
857	1	0.08843492667
858	1	0.0882486012
859	1	0.08810255747
860	1	0.08798044875
861	1	0.08788064558
862	1	0.08776637703
863	1	0.08762099151
864	1	0.08747541239
865	1	0.08743208989
866	1	0.08734564402
867	1	0.0872931399
868	1	0.08714900531
869	1	0.08701999406
870	1	0.08695902256
871	1	0.08686121135
872	1	0.08682006733
873	1	0.08675917578
874	1	0.08668758306
875	1	0.08655748098
876	1	0.08653160896
877	1	0.08649471018
878	1	0.08637580442
879	1	0.08629267404
880	1	0.08620347967
881	1	0.08608937248
882	1	0.08595260943
883	1	0.08579387522
884	1	0.08569705289
885	1	0.08558991985
886	1	0.08549150696
887	1	0.08541386111
888	1	0.0853034751
889	1	0.0851896761
890	1	0.08507617888
891	1	0.08493005959
892	1	0.08480835303
893	1	0.08472327183
894	1	0.08456516789
895	1	0.084488112
896	1	0.08435602815
897	1	0.08429668971
898	1	0.08416848002
899	1	0.0841119626
900	1	0.08401131022
901	1	0.08385641353
902	1	0.08379349965
903	1	0.08369161209
904	1	0.08358162575
905	1	0.08339642419
906	1	0.08337308483
907	1	0.08326118764
908	1	0.08317391005
909	1	0.083066761
910	1	0.08297650194
911	1	0.08286514965
912	1	0.08282205661
913	1	0.08270957865
914	1	0.08258847126
915	1	0.08248572672
916	1	0.08238615659
917	1	0.08228476129
918	1	0.08221414756
919	1	0.08212788585
920	1	0.08200146907
921	1	0.08194007195
922	1	0.0818085049
923	1	0.08167527125
924	1	0.08157016605
925	1	0.08145737739
926	1	0.08135203923
927	1	0.0812684243
928	1	0.08116166459
929	1	0.08108221965
930	1	0.08094444373
931	1	0.08083819352
932	1	0.08071992425
933	1	0.0805899255
934	1	0.08049130401
935	1	0.0803817388
936	1	0.0802923068
937	1	0.08020989114
938	1	0.08012025969
939	1	0.08000187378
940	1	0.07989321015
941	1	0.07978254748
942	1	0.07967391637
943	1	0.0795419366
944	1	0.07948697697
945	1	0.07940121769
946	1	0.07932064488
947	1	0.07923894401
948	1	0.07917203069
949	1	0.07907299125
950	1	0.07901677837
951	1	0.07891866493
952	1	0.07886995775
953	1	0.07875364561
954	1	0.07866276891
955	1	0.07855378019
956	1	0.07848919753
957	1	0.07838420362
958	1	0.07831869501
959	1	0.07817854321
960	1	0.07813401111
961	1	0.07804878191
962	1	0.0779500076
963	1	0.07785252359
964	1	0.07777832303
965	1	0.07770595477
966	1	0.0776104124
967	1	0.07752408487
968	1	0.07743028584
969	1	0.07732879213
970	1	0.07724217318
971	1	0.07714990123
972	1	0.07704522082
973	1	0.07695308814
974	1	0.07687706917
975	1	0.07678219103
976	1	0.07675638718
977	1	0.07665970638
978	1	0.07654573248
979	1	0.07652244771
980	1	0.07643737975
981	1	0.07632647647
982	1	0.07628911507
983	1	0.07626603565
984	1	0.07616706868
985	1	0.07608873544
986	1	0.07600410132
987	1	0.0758884267
988	1	0.0758108905
989	1	0.07572558499
990	1	0.07563221955
991	1	0.07554230701
992	1	0.07543847506
993	1	0.07536055893
994	1	0.07531921613
995	1	0.07521583993
996	1	0.07517849844
997	1	0.07508501144
998	1	0.07499275412
999	1	0.07493370488
1000	1	0.07486518124
1001	1	0.07476011796
1002	1	0.07466746128
1003	1	0.07458307307
1004	1	0.07452320562
1005	1	0.07445202132
1006	1	0.07438583034
1007	1	0.07431475914
1008	1	0.07426836821
1009	1	0.07416261386
1010	1	0.07409248264
1011	1	0.07397633378
1012	1	0.07390698961
1013	1	0.07381287434
1014	1	0.07369641931
1015	1	0.07363302353
1016	1	0.07354042611
1017	1	0.07347649114
1018	1	0.0733600433
1019	1	0.07330182581
1020	1	0.07319530205
1021	1	0.07307370847
1022	1	0.07299922675
1023	1	0.07293807495
1024	1	0.07286518376
1025	1	0.07277453871
1026	1	0.07271014173
1027	1	0.07261948809
1028	1	0.07256219728
1029	1	0.07246333274
1030	1	0.07239955536
1031	1	0.0723527069
1032	1	0.07226904423
1033	1	0.07219253479
1034	1	0.07208772009
1035	1	0.07200436657
1036	1	0.07192610586
1037	1	0.07184915726
1038	1	0.07178491269
1039	1	0.07170667172
1040	1	0.07166866091
1041	1	0.07156526495
1042	1	0.07149900459
1043	1	0.07143692935
1044	1	0.07139704583
1045	1	0.07127732728
1046	1	0.07123312169
1047	1	0.07113629438
1048	1	0.07105101667
1049	1	0.07098234882
1050	1	0.07088156799
1051	1	0.07080616761
1052	1	0.07074327146
1053	1	0.07070410679
1054	1	0.0706371791
1055	1	0.07056763937
1056	1	0.07053123888
1057	1	0.07047182889
1058	1	0.07043656103
1059	1	0.07034688245
1060	1	0.07029965915
1061	1	0.07025185329
1062	1	0.0701768698
1063	1	0.07010595749
1064	1	0.07002339667
1065	1	0.06995437802
1066	1	0.0698903619
1067	1	0.06982016512
1068	1	0.06976805421
1069	1	0.06970971713
1070	1	0.0696342061
1071	1	0.06960855831
1072	1	0.06953490067
1073	1	0.06945158519
1074	1	0.06939729392
1075	1	0.06933176414
1076	1	0.06924061431
1077	1	0.06918213681
1078	1	0.06908425264
1079	1	0.06901947251
1080	1	0.06895126944
1081	1	0.06888651824
1082	1	0.0688273539
1083	1	0.0687582503
1084	1	0.06868422909
1085	1	0.06861194362
1086	1	0.06853429736
1087	1	0.06845458796
1088	1	0.06838205087
1089	1	0.06829659325
1090	1	0.06821590622
1091	1	0.06814975907
1092	1	0.06810091845
1093	1	0.06802072968
1094	1	0.06792430637
1095	1	0.06785874501
1096	1	0.06780844752
1097	1	0.06773368483
1098	1	0.06766166242
1099	1	0.06759844342
1100	1	0.06750243496
1101	1	0.06742776475
1102	1	0.06735547893
1103	1	0.06728243448
1104	1	0.06723801105
1105	1	0.0671620579
1106	1	0.06712632767
1107	1	0.06706672275
1108	1	0.06700455765
1109	1	0.06694584182
1110	1	0.06687584576
1111	1	0.06679031192
1112	1	0.06671784281
1113	1	0.06662862104
1114	1	0.06656912259
1115	1	0.06650016374
1116	1	0.06643349777
1117	1	0.06637622426
1118	1	0.06631155256
1119	1	0.06622894543
1120	1	0.06618332478
1121	1	0.06612722834
1122	1	0.06603069037
1123	1	0.06596137977
1124	1	0.06589494161
1125	1	0.06581910079
1126	1	0.06577365634
1127	1	0.06570398503
1128	1	0.06564719833
1129	1	0.06557972912
1130	1	0.06551493804
1131	1	0.06544344564
1132	1	0.06540522955
1133	1	0.06535164032
1134	1	0.06527026581
1135	1	0.06520794151
1136	1	0.06513128088
1137	1	0.06507342089
1138	1	0.0650028604
1139	1	0.06493524691
1140	1	0.06486006994
1141	1	0.06482763438
1142	1	0.06478345192
1143	1	0.0647255797
1144	1	0.06467431212
1145	1	0.06461273765
1146	1	0.06455546069
1147	1	0.06450330894
1148	1	0.06445153127
1149	1	0.06442845328
1150	1	0.06437026031
1151	1	0.06432327393
1152	1	0.06426136426
1153	1	0.06423495914
1154	1	0.06415238564
1155	1	0.06409086031
1156	1	0.06402166978
1157	1	0.06396281872
1158	1	0.06390906831
1159	1	0.06383981216
1160	1	0.06376314709
1161	1	0.06372712792
1162	1	0.06368052939
1163	1	0.06362775331
1164	1	0.06356630574
1165	1	0.06350188849
1166	1	0.06342965877
1167	1	0.06333207328
1168	1	0.06330113479
1169	1	0.06324349145
