iter	Accuracy	CrossEntropy
1170	1	0.06318140439
1171	1	0.06312705366
1172	1	0.0630826669
1173	1	0.06304243114
1174	1	0.06297898099
1175	1	0.06295149765
1176	1	0.06289545461
1177	1	0.06284169391
1178	1	0.06278325539
1179	1	0.06271317041
1180	1	0.06268493453
1181	1	0.06262422666
1182	1	0.06253244136
1183	1	0.06246040293
1184	1	0.0623829274
1185	1	0.06233333056
1186	1	0.06226214799
1187	1	0.06215510361
1188	1	0.06210192184
1189	1	0.0620681296
1190	1	0.06202246003
1191	1	0.06195106774
1192	1	0.06191504088
1193	1	0.06185960218
1194	1	0.06180010208
1195	1	0.06174622335
1196	1	0.06168665714
1197	1	0.06165053619
1198	1	0.06163663239
1199	1	0.06159002281
1200	1	0.06153384322
1201	1	0.06150301589
1202	1	0.06143559936
1203	1	0.06137750086
1204	1	0.06132311404
1205	1	0.06128047128
1206	1	0.06122391417
1207	1	0.0611680041
1208	1	0.06111455785
1209	1	0.06106676735
1210	1	0.0610115774
1211	1	0.06094705506
1212	1	0.06090524423
1213	1	0.06087263917
1214	1	0.0608075311
1215	1	0.06073317681
1216	1	0.06068795265
1217	1	0.06062559052
1218	1	0.06060668451
1219	1	0.06054684712
1220	1	0.06053334778
1221	1	0.06047003681
1222	1	0.06042380142
1223	1	0.06038581935
1224	1	0.06033047384
1225	1	0.06027598673
1226	1	0.06021891297
1227	1	0.06020066983
1228	1	0.06015401214
1229	1	0.06011716397
1230	1	0.0600667505
1231	1	0.06005491616
1232	1	0.05999353924
1233	1	0.05993951009
1234	1	0.05988072545
1235	1	0.05982428212
1236	1	0.05978231384
1237	1	0.05972679086
1238	1	0.05966778539
1239	1	0.05959883874
1240	1	0.05954052784
1241	1	0.05948750142
1242	1	0.05944042053
1243	1	0.05940623788
1244	1	0.05936133489
1245	1	0.05929151991
1246	1	0.05925785285
1247	1	0.05918065653
1248	1	0.05910185208
1249	1	0.05901739963
1250	1	0.05894943306
1251	1	0.05889714235
1252	1	0.05885971996
1253	1	0.05880073639
1254	1	0.05873584635
1255	1	0.05869816362
1256	1	0.0586733775
1257	1	0.05863189636
1258	1	0.05858150118
1259	1	0.05852236703
1260	1	0.05847563739
1261	1	0.05845803113
1262	1	0.05839120018
1263	1	0.05834138552
1264	1	0.05831107836
1265	1	0.0582546455
1266	1	0.05821315478
1267	1	0.05816830037
1268	1	0.05811048143
1269	1	0.05804864115
1270	1	0.0579935901
1271	1	0.05792605215
1272	1	0.05786388946
1273	1	0.0578220215
1274	1	0.05777209753
1275	1	0.0577189914
1276	1	0.0576781001
1277	1	0.0576447011
1278	1	0.05759155891
1279	1	0.0575152728
1280	1	0.05746349027
1281	1	0.05744212738
1282	1	0.05739931727
1283	1	0.05735245615
1284	1	0.05730010935
1285	1	0.05725808566
1286	1	0.0572061506
1287	1	0.05715799835
1288	1	0.05710532512
1289	1	0.05703315569
1290	1	0.05696315055
1291	1	0.05690970513
1292	1	0.05685917009
1293	1	0.05683045838
1294	1	0.05679667103
1295	1	0.05674930925
1296	1	0.05669432222
1297	1	0.056658648
1298	1	0.05661090335
1299	1	0.05654589682
1300	1	0.05647841454
1301	1	0.05643692958
1302	1	0.05637896837
1303	1	0.05632487683
1304	1	0.05628378667
1305	1	0.05623801214
1306	1	0.05618340976
1307	1	0.0561535119
1308	1	0.05609921682
1309	1	0.05603299053
1310	1	0.05598993304
1311	1	0.05595130955
1312	1	0.05589948948
1313	1	0.05588197489
1314	1	0.05582669167
1315	1	0.05577590339
1316	1	0.05573864306
1317	1	0.05569207976
1318	1	0.05564770686
1319	1	0.0555820556
1320	1	0.05552542183
1321	1	0.05550328618
1322	1	0.05545566686
1323	1	0.05540031127
1324	1	0.05535832064
1325	1	0.05531683734
1326	1	0.05527178455
1327	1	0.05523268389
