iter	Passed	Remaining
376	1742	7500
377	1746	7494
378	1750	7486
379	1754	7481
380	1758	7473
381	1762	7465
382	1766	7456
383	1770	7452
384	1774	7444
385	1778	7436
386	1782	7428
387	1786	7424
388	1790	7416
389	1795	7410
390	1798	7402
391	1802	7395
392	1806	7387
393	1810	7380
394	1815	7375
395	1821	7380
396	1826	7376
397	1830	7369
398	1840	7386
399	1847	7389
400	1854	7394
401	1859	7393
402	1865	7391
403	1871	7392
404	1874	7384
405	1878	7374
406	1882	7369
407	1886	7361
408	1890	7354
409	1894	7345
410	1898	7338
411	1902	7332
412	1906	7324
413	1910	7318
414	1914	7311
415	1918	7303
416	1921	7294
417	1925	7287
418	1929	7279
419	1933	7274
420	1938	7269
421	1942	7263
422	1946	7257
423	1950	7250
424	1955	7247
425	1959	7241
426	1963	7232
427	1967	7225
428	1970	7215
429	1973	7207
430	1977	7199
431	1981	7192
432	1984	7183
433	1989	7180
434	1994	7174
435	1997	7164
436	2001	7158
437	2005	7151
438	2009	7143
439	2015	7147
440	2019	7139
441	2023	7133
442	2027	7127
443	2033	7126
444	2038	7123
445	2043	7120
446	2048	7116
447	2053	7114
448	2057	7108
449	2066	7116
450	2069	7106
451	2073	7100
452	2077	7094
453	2081	7086
454	2085	7080
455	2089	7074
456	2094	7070
457	2098	7064
458	2101	7056
459	2105	7049
460	2109	7041
461	2112	7033
462	2116	7024
463	2119	7017
464	2123	7009
465	2127	7002
466	2130	6994
467	2134	6987
468	2138	6981
469	2142	6974
470	2145	6966
471	2149	6958
472	2153	6950
473	2156	6943
474	2160	6936
475	2164	6929
476	2166	6917
477	2170	6910
478	2173	6903
479	2177	6896
480	2181	6889
481	2185	6882
482	2188	6875
483	2192	6867
484	2196	6859
485	2199	6851
486	2203	6844
487	2206	6837
488	2210	6829
489	2216	6829
490	2221	6826
491	2231	6839
492	2241	6851
493	2245	6844
494	2248	6837
495	2252	6830
496	2259	6833
497	2263	6825
498	2266	6818
499	2271	6814
500	2275	6807
501	2278	6799
502	2282	6792
503	2286	6787
504	2290	6779
505	2293	6773
506	2297	6765
507	2300	6757
508	2304	6750
509	2308	6743
510	2311	6734
511	2314	6726
512	2318	6719
513	2322	6713
514	2325	6705
515	2330	6701
516	2335	6698
517	2340	6696
518	2345	6694
519	2350	6690
520	2355	6686
521	2360	6683
522	2364	6678
523	2368	6671
524	2372	6665
525	2376	6658
526	2380	6652
527	2383	6645
528	2387	6638
529	2391	6631
530	2394	6625
531	2398	6618
532	2402	6611
533	2405	6604
534	2409	6598
535	2417	6603
536	2424	6604
537	2430	6603
538	2440	6614
539	2444	6609
540	2448	6603
541	2455	6606
542	2459	6600
543	2464	6597
544	2468	6589
545	2472	6582
546	2475	6575
547	2479	6570
548	2483	6563
549	2487	6558
550	2491	6552
551	2495	6545
552	2499	6540
553	2503	6533
554	2507	6527
555	2510	6519
556	2514	6513
557	2518	6509
558	2522	6502
559	2527	6498
560	2534	6502
561	2547	6519
562	2559	6532
563	2575	6556
564	2587	6571
565	2596	6578
566	2603	6579
567	2606	6572
568	2611	6568
569	2620	6574
570	2625	6569
571	2632	6572
572	2638	6571
573	2648	6579
574	2653	6576
575	2659	6576
576	2665	6572
577	2668	6565
578	2673	6560
579	2679	6559
580	2682	6552
581	2686	6545
582	2690	6539
583	2696	6538
584	2700	6530
585	2703	6523
586	2708	6520
587	2713	6517
588	2717	6511
589	2721	6504
590	2726	6499
591	2730	6493
592	2733	6486
593	2745	6499
594	2750	6494
595	2754	6488
596	2758	6482
597	2762	6475
598	2765	6468
599	2769	6461
600	2773	6455
601	2777	6449
602	2781	6443
603	2785	6436
604	2789	6431
605	2792	6424
606	2796	6417
607	2800	6412
608	2806	6411
609	2810	6405
610	2814	6398
611	2824	6404
612	2828	6399
613	2835	6399
614	2842	6400
615	2852	6407
616	2859	6409
617	2862	6401
618	2866	6394
619	2869	6387
620	2874	6383
621	2878	6377
622	2882	6370
623	2885	6363
624	2890	6358
625	2893	6351
626	2897	6345
627	2901	6338
628	2905	6333
629	2909	6326
630	2913	6320
631	2917	6314
632	2921	6309
633	2925	6302
634	2928	6296
635	2932	6290
636	2940	6292
637	2945	6288
638	2949	6282
639	2953	6276
640	2957	6270
641	2961	6263
642	2964	6257
643	2969	6251
644	2972	6245
645	2976	6238
646	2980	6232
647	2984	6226
648	2987	6219
649	2991	6212
650	2994	6206
651	2998	6199
652	3002	6194
653	3006	6187
654	3010	6180
655	3013	6174
656	3017	6169
657	3025	6170
658	3029	6164
659	3032	6157
660	3040	6160
661	3047	6159
662	3055	6162
663	3060	6157
664	3064	6151
665	3069	6147
666	3074	6143
667	3077	6137
668	3082	6132
669	3086	6126
670	3090	6120
671	3094	6114
672	3098	6110
673	3102	6103
674	3106	6097
675	3110	6091
676	3113	6084
677	3117	6079
678	3121	6072
679	3125	6066
680	3128	6059
681	3132	6054
682	3136	6047
683	3139	6041
684	3143	6035
685	3147	6029
686	3151	6023
687	3155	6017
688	3158	6010
689	3164	6008
690	3168	6001
691	3172	5995
692	3179	5995
693	3183	5990
694	3186	5983
695	3190	5976
696	3193	5970
697	3198	5965
698	3201	5959
699	3205	5953
700	3209	5946
701	3213	5941
702	3217	5935
703	3222	5932
704	3228	5930
705	3235	5929
706	3241	5927
707	3248	5927
708	3254	5925
709	3258	5921
710	3266	5921
711	3270	5915
712	3273	5909
713	3278	5904
714	3282	5898
715	3285	5892
716	3289	5886
717	3293	5881
718	3297	5874
719	3301	5868
720	3304	5862
721	3308	5856
722	3313	5851
723	3316	5845
724	3320	5839
725	3323	5832
726	3330	5832
727	3334	5825
728	3338	5821
729	3342	5815
730	3346	5809
731	3350	5804
732	3354	5798
733	3358	5793
734	3362	5787
735	3367	5784
736	3372	5780
737	3376	5773
738	3379	5767
739	3383	5761
740	3387	5755
741	3392	5750
742	3395	5744
743	3399	5739
744	3403	5733
745	3407	5727
746	3410	5721
747	3414	5715
748	3418	5710
749	3426	5710
750	3432	5709
751	3438	5707
752	3445	5705
753	3451	5704
754	3458	5703
755	3462	5697
756	3465	5691
757	3470	5685
758	3475	5682
759	3479	5677
760	3483	5671
761	3486	5665
762	3490	5659
763	3494	5653
764	3498	5647
765	3501	5641
766	3505	5635
767	3509	5629
768	3513	5623
769	3517	5618
770	3520	5612
771	3524	5606
772	3528	5601
773	3532	5595
774	3536	5590
775	3540	5584
776	3544	5578
777	3547	5572
778	3551	5566
779	3555	5560
780	3559	5555
781	3563	5550
782	3567	5544
783	3570	5538
784	3574	5532
785	3578	5527
786	3582	5521
787	3588	5520
788	3593	5514
789	3597	5510
790	3601	5504
791	3605	5498
792	3608	5492
793	3612	5486
794	3619	5485
795	3625	5483
796	3629	5478
797	3635	5475
798	3641	5473
799	3648	5472
800	3654	5470
801	3660	5468
802	3664	5462
803	3672	5463
804	3677	5458
805	3681	5453
806	3684	5447
807	3688	5441
808	3693	5437
809	3698	5433
810	3703	5429
811	3706	5423
812	3710	5417
813	3714	5412
814	3718	5406
815	3722	5400
816	3725	5395
817	3729	5389
818	3735	5386
819	3739	5380
820	3743	5375
821	3747	5370
822	3751	5365
823	3755	5359
824	3758	5353
825	3763	5348
826	3767	5343
827	3770	5337
828	3774	5331
829	3777	5325
830	3781	5319
831	3785	5313
832	3788	5308
833	3792	5302
834	3796	5296
835	3800	5291
836	3804	5285
837	3808	5280
838	3812	5276
839	3819	5275
840	3825	5272
841	3832	5270
842	3838	5268
843	3845	5267
844	3851	5264
845	3855	5259
846	3862	5257
847	3867	5253
848	3870	5247
849	3874	5242
850	3879	5238
851	3883	5232
852	3887	5226
853	3890	5221
854	3895	5216
855	3898	5210
856	3902	5204
857	3905	5198
858	3909	5193
859	3913	5187
860	3917	5182
861	3920	5176
862	3925	5171
863	3929	5166
864	3933	5160
865	3936	5154
866	3940	5149
867	3944	5144
868	3947	5137
869	3951	5132
870	3955	5126
871	3959	5122
872	3963	5116
873	3967	5110
874	3970	5105
875	3975	5100
876	3978	5095
877	3982	5089
878	3986	5083
879	3990	5078
880	3994	5073
881	3998	5067
882	4001	5062
883	4005	5056
884	4009	5051
885	4013	5045
886	4016	5040
887	4023	5038
888	4029	5035
889	4034	5032
890	4041	5029
891	4048	5028
892	4055	5027
893	4060	5023
894	4064	5018
895	4067	5012
896	4074	5010
897	4078	5004
898	4081	4998
899	4085	4993
900	4089	4988
901	4093	4982
902	4096	4976
903	4100	4971
904	4104	4966
905	4108	4960
906	4112	4956
907	4116	4950
908	4120	4945
909	4124	4940
910	4127	4934
911	4131	4929
912	4136	4924
913	4140	4919
914	4144	4914
915	4147	4908
916	4152	4903
917	4155	4897
918	4159	4892
919	4162	4886
920	4166	4881
921	4170	4876
922	4174	4870
923	4177	4865
924	4182	4860
925	4186	4855
926	4190	4850
927	4193	4844
928	4197	4839
929	4201	4834
930	4205	4828
931	4208	4823
932	4217	4823
933	4223	4819
934	4228	4816
935	4235	4814
936	4241	4811
937	4246	4808
938	4253	4805
939	4259	4803
940	4268	4803
941	4273	4800
942	4279	4797
943	4287	4795
944	4291	4791
945	4297	4787
946	4301	4783
947	4305	4777
948	4309	4772
949	4313	4767
950	4317	4762
951	4321	4757
952	4324	4751
953	4328	4746
954	4333	4741
955	4336	4735
956	4340	4730
957	4344	4725
958	4348	4720
959	4352	4715
960	4356	4710
961	4360	4705
962	4365	4700
963	4370	4697
964	4374	4691
965	4379	4687
966	4383	4682
967	4386	4676
968	4390	4671
969	4394	4665
970	4397	4660
971	4401	4655
972	4405	4649
973	4408	4644
974	4413	4639
975	4417	4635
976	4421	4630
977	4425	4624
978	4430	4620
979	4434	4616
980	4439	4611
981	4447	4610
982	4453	4607
983	4463	4608
984	4466	4603
985	4470	4597
986	4474	4592
987	4482	4591
988	4486	4586
989	4491	4582
990	4495	4576
991	4498	4571
992	4502	4565
993	4505	4560
994	4509	4555
995	4513	4550
996	4517	4544
997	4520	4538
998	4524	4533
999	4527	4527
1000	4533	4524
1001	4538	4520
1002	4542	4515
1003	4546	4510
1004	4550	4505
1005	4554	4499
1006	4558	4495
1007	4562	4490
1008	4566	4485
1009	4570	4480
1010	4574	4475
1011	4578	4469
1012	4581	4464
1013	4585	4458
1014	4589	4454
1015	4593	4448
1016	4597	4443
1017	4600	4438
1018	4605	4433
1019	4608	4427
1020	4615	4425
1021	4620	4421
1022	4625	4417
1023	4632	4415
1024	4638	4412
1025	4645	4409
1026	4651	4406
1027	4655	4402
1028	4660	4397
1029	4664	4392
1030	4667	4387
1031	4673	4383
1032	4677	4378
1033	4681	4373
1034	4684	4367
1035	4689	4363
1036	4693	4358
1037	4696	4353
1038	4700	4347
1039	4704	4343
1040	4709	4338
1041	4713	4333
1042	4716	4328
1043	4720	4323
1044	4724	4317
1045	4728	4312
1046	4732	4307
1047	4736	4302
1048	4739	4297
1049	4743	4291
1050	4747	4286
1051	4751	4281
1052	4755	4276
1053	4758	4271
1054	4762	4266
1055	4766	4260
1056	4770	4256
1057	4774	4250
1058	4777	4245
1059	4781	4240
1060	4785	4235
1061	4789	4230
1062	4792	4224
1063	4796	4219
1064	4800	4214
1065	4804	4209
1066	4807	4204
1067	4811	4199
1068	4822	4199
1069	4827	4195
1070	4834	4193
1071	4840	4189
1072	4851	4191
1073	4855	4186
1074	4859	4181
1075	4862	4175
1076	4870	4173
1077	4874	4168
1078	4877	4163
1079	4882	4159
1080	4886	4153
1081	4889	4148
1082	4893	4143
1083	4897	4138
1084	4901	4133
1085	4904	4128
1086	4908	4122
1087	4912	4117
1088	4916	4112
1089	4920	4107
1090	4923	4102
1091	4927	4097
1092	4931	4092
1093	4935	4087
1094	4938	4081
1095	4942	4076
1096	4947	4072
1097	4951	4067
1098	4955	4062
1099	4958	4057
1100	4965	4054
1101	4968	4048
1102	4972	4043
1103	4975	4038
1104	4982	4035
1105	4986	4030
1106	4990	4025
1107	4994	4020
1108	4998	4015
1109	5001	4010
1110	5005	4005
1111	5011	4001
1112	5017	3998
1113	5021	3993
1114	5024	3988
1115	5030	3984
1116	5035	3980
1117	5040	3976
1118	5047	3973
1119	5052	3969
1120	5057	3966
1121	5064	3962
1122	5069	3959
1123	5075	3955
1124	5080	3951
1125	5084	3946
1126	5088	3941
1127	5093	3937
1128	5097	3932
1129	5101	3927
1130	5104	3922
1131	5108	3917
1132	5112	3912
1133	5116	3907
1134	5120	3902
1135	5124	3897
1136	5128	3892
1137	5131	3887
1138	5136	3882
1139	5141	3878
1140	5145	3873
1141	5148	3868
1142	5152	3863
1143	5157	3859
1144	5161	3854
1145	5165	3849
1146	5168	3844
1147	5172	3839
1148	5176	3834
1149	5180	3828
1150	5183	3823
1151	5187	3818
1152	5191	3813
1153	5195	3808
1154	5198	3803
1155	5202	3798
1156	5206	3793
1157	5213	3790
1158	5218	3786
1159	5224	3783
1160	5230	3779
1161	5236	3776
1162	5241	3772
1163	5248	3769
1164	5255	3766
1165	5262	3763
1166	5267	3759
1167	5275	3758
1168	5279	3752
1169	5283	3747
1170	5288	3743
1171	5291	3738
1172	5295	3733
1173	5299	3728
1174	5302	3723
1175	5306	3718
1176	5309	3712
1177	5313	3707
1178	5317	3702
1179	5322	3698
1180	5325	3693
1181	5329	3688
1182	5333	3683
1183	5337	3678
1184	5341	3673
1185	5344	3668
1186	5348	3663
1187	5352	3658
1188	5355	3653
1189	5359	3648
1190	5363	3643
1191	5369	3639
1192	5372	3634
1193	5376	3629
1194	5380	3624
1195	5384	3619
1196	5388	3614
1197	5392	3609
1198	5395	3604
1199	5399	3599
1200	5407	3597
1201	5411	3592
1202	5415	3587
1203	5421	3584
1204	5426	3580
1205	5432	3576
1206	5437	3572
1207	5443	3568
1208	5449	3565
1209	5455	3561
1210	5464	3560
1211	5471	3557
1212	5474	3552
1213	5478	3547
1214	5483	3543
1215	5487	3537
1216	5491	3532
1217	5495	3527
1218	5499	3523
1219	5502	3518
1220	5506	3512
1221	5510	3508
1222	5514	3503
1223	5518	3498
1224	5522	3493
1225	5525	3488
1226	5529	3483
1227	5533	3478
1228	5537	3473
1229	5540	3468
1230	5544	3463
1231	5548	3458
1232	5552	3453
1233	5555	3448
1234	5559	3443
1235	5563	3439
1236	5567	3434
1237	5571	3429
1238	5575	3424
1239	5579	3419
1240	5583	3414
1241	5587	3409
1242	5591	3405
1243	5595	3400
1244	5598	3395
1245	5602	3390
1246	5608	3386
1247	5618	3385
1248	5622	3380
1249	5630	3378
1250	5635	3374
1251	5642	3370
1252	5648	3367
1253	5658	3366
1254	5664	3362
1255	5668	3357
1256	5672	3352
1257	5676	3348
1258	5680	3343
1259	5683	3338
1260	5689	3334
1261	5694	3329
1262	5697	3324
1263	5701	3319
1264	5705	3314
1265	5709	3310
1266	5712	3305
1267	5716	3300
1268	5722	3296
1269	5727	3292
1270	5733	3288
1271	5738	3284
1272	5744	3280
1273	5747	3275
1274	5751	3270
1275	5755	3265
1276	5759	3260
1277	5763	3255
1278	5766	3250
1279	5770	3245
1280	5774	3241
1281	5778	3236
1282	5782	3231
1283	5786	3226
1284	5791	3222
1285	5794	3217
1286	5798	3212
1287	5801	3207
1288	5810	3205
1289	5818	3202
1290	5823	3197
1291	5827	3193
1292	5831	3188
1293	5837	3185
1294	5843	3181
1295	5849	3177
1296	5855	3173
1297	5864	3171
1298	5868	3167
1299	5875	3163
1300	5879	3158
1301	5882	3153
1302	5887	3149
1303	5891	3144
1304	5895	3139
1305	5899	3134
1306	5903	3130
1307	5907	3125
1308	5910	3120
1309	5914	3115
1310	5917	3110
1311	5923	3106
1312	5927	3101
1313	5932	3097
1314	5937	3092
1315	5941	3087
1316	5944	3082
1317	5948	3077
1318	5952	3073
1319	5956	3068
1320	5959	3063
1321	5963	3058
1322	5967	3053
1323	5973	3050
1324	5977	3045
1325	5980	3039
1326	5984	3035
1327	5988	3030
1328	5993	3026
1329	5997	3021
1330	6001	3016
1331	6005	3011
1332	6011	3008
1333	6018	3004
1334	6024	3001
1335	6030	2997
1336	6036	2993
1337	6042	2989
1338	6048	2985
1339	6054	2982
1340	6059	2978
1341	6063	2973
1342	6070	2969
1343	6075	2965
1344	6078	2960
1345	6083	2955
1346	6086	2950
1347	6090	2945
1348	6094	2940
1349	6098	2936
1350	6102	2931
1351	6105	2926
1352	6109	2921
1353	6113	2916
1354	6117	2911
1355	6120	2906
1356	6124	2902
1357	6128	2897
1358	6132	2892
1359	6136	2887
1360	6139	2882
1361	6142	2877
1362	6146	2872
1363	6150	2868
1364	6154	2863
1365	6158	2858
1366	6162	2853
1367	6166	2848
1368	6170	2843
1369	6173	2839
1370	6177	2834
1371	6181	2829
1372	6185	2824
1373	6189	2819
1374	6192	2814
1375	6197	2810
1376	6201	2805
1377	6205	2801
1378	6209	2796
1379	6215	2792
1380	6219	2787
1381	6222	2782
1382	6226	2777
1383	6235	2775
1384	6240	2771
1385	6246	2767
1386	6252	2763
1387	6257	2758
1388	6263	2755
1389	6273	2752
1390	6279	2749
1391	6282	2744
1392	6286	2739
1393	6290	2734
1394	6295	2730
1395	6299	2725
1396	6302	2720
1397	6306	2715
1398	6310	2710
1399	6314	2706
1400	6318	2701
1401	6321	2696
1402	6325	2691
1403	6329	2686
1404	6333	2681
1405	6336	2676
1406	6340	2672
1407	6343	2667
1408	6347	2662
1409	6350	2657
1410	6354	2652
1411	6358	2647
1412	6362	2642
1413	6365	2638
1414	6369	2633
1415	6372	2628
1416	6377	2623
1417	6380	2618
1418	6384	2613
1419	6387	2609
1420	6391	2604
1421	6395	2599
1422	6398	2594
1423	6402	2589
1424	6407	2585
1425	6413	2581
1426	6419	2577
1427	6427	2574
1428	6432	2570
1429	6438	2566
1430	6444	2562
1431	6449	2558
1432	6455	2554
1433	6461	2550
1434	6467	2546
1435	6475	2543
1436	6478	2538
1437	6482	2533
1438	6486	2528
1439	6490	2524
1440	6494	2519
1441	6498	2514
1442	6502	2509
1443	6505	2505
1444	6510	2500
1445	6514	2495
1446	6517	2490
1447	6521	2486
1448	6525	2481
1449	6528	2476
1450	6532	2471
1451	6536	2466
1452	6539	2461
1453	6543	2457
1454	6546	2452
1455	6550	2447
1456	6554	2442
1457	6559	2438
1458	6563	2433
1459	6567	2429
1460	6572	2424
1461	6578	2420
1462	6583	2416
1463	6588	2412
1464	6594	2408
1465	6597	2403
1466	6602	2398
1467	6607	2394
1468	6613	2390
1469	6618	2386
1470	6624	2382
1471	6630	2378
1472	6635	2373
1473	6641	2369
1474	6646	2365
1475	6652	2361
1476	6657	2357
1477	6667	2354
1478	6671	2350
1479	6675	2345
1480	6678	2340
1481	6683	2336
1482	6689	2332
1483	6693	2327
1484	6697	2322
1485	6702	2318
1486	6706	2313
1487	6709	2308
1488	6714	2304
1489	6719	2299
1490	6722	2295
1491	6727	2290
1492	6734	2286
1493	6737	2281
1494	6741	2277
1495	6746	2272
1496	6749	2267
1497	6753	2263
1498	6756	2258
1499	6760	2253
1500	6764	2248
1501	6768	2244
1502	6771	2239
1503	6775	2234
1504	6779	2229
1505	6782	2224
1506	6786	2220
1507	6790	2215
1508	6794	2210
1509	6798	2206
1510	6804	2202
1511	6811	2198
1512	6818	2194
1513	6824	2190
1514	6835	2188
1515	6846	2185
1516	6850	2181
1517	6853	2176
1518	6857	2171
1519	6861	2166
1520	6865	2162
1521	6869	2157
1522	6873	2152
1523	6878	2148
1524	6882	2143
1525	6885	2138
1526	6889	2134
1527	6895	2130
1528	6898	2125
1529	6902	2120
1530	6906	2115
1531	6911	2111
1532	6915	2106
1533	6919	2101
1534	6922	2097
1535	6926	2092
1536	6930	2087
1537	6934	2082
1538	6937	2078
1539	6941	2073
1540	6945	2068
1541	6948	2063
1542	6952	2059
1543	6955	2054
1544	6959	2049
1545	6964	2045
1546	6968	2040
1547	6971	2035
1548	6975	2031
1549	6979	2026
1550	6984	2022
1551	6988	2017
1552	6992	2012
1553	6996	2007
1554	6999	2003
1555	7005	1999
1556	7010	1994
1557	7014	1989
1558	7017	1985
1559	7021	1980
1560	7029	1976
1561	7034	1972
1562	7040	1968
1563	7046	1964
1564	7052	1960
1565	7058	1956
1566	7064	1951
1567	7074	1949
1568	7082	1945
1569	7086	1940
1570	7091	1936
1571	7094	1931
1572	7098	1926
1573	7103	1922
1574	7107	1917
1575	7112	1913
1576	7116	1908
1577	7120	1904
1578	7124	1899
1579	7128	1894
1580	7132	1890
1581	7138	1886
1582	7143	1881
1583	7147	1877
1584	7150	1872
1585	7156	1868
1586	7160	1863
1587	7164	1858
1588	7167	1853
1589	7172	1849
1590	7176	1844
1591	7180	1840
1592	7183	1835
1593	7187	1830
1594	7191	1825
1595	7194	1821
1596	7198	1816
1597	7203	1812
1598	7212	1808
1599	7216	1804
1600	7224	1800
1601	7230	1796
1602	7236	1792
1603	7241	1787
1604	7247	1783
1605	7253	1779
1606	7259	1775
1607	7264	1771
1608	7270	1766
1609	7274	1762
1610	7278	1757
1611	7282	1752
1612	7286	1748
1613	7290	1743
1614	7294	1738
1615	7298	1734
1616	7302	1729
1617	7306	1724
1618	7310	1720
1619	7314	1715
1620	7318	1711
1621	7322	1706
1622	7325	1701
1623	7330	1697
1624	7333	1692
1625	7337	1687
1626	7340	1682
1627	7344	1678
1628	7348	1673
1629	7352	1668
1630	7355	1664
1631	7359	1659
1632	7363	1654
1633	7366	1650
1634	7370	1645
1635	7374	1640
1636	7377	1635
1637	7381	1631
1638	7385	1626
1639	7388	1621
1640	7392	1617
1641	7396	1612
1642	7403	1608
1643	7409	1604
1644	7415	1600
1645	7421	1596
1646	7426	1591
1647	7432	1587
1648	7438	1583
1649	7444	1579
1650	7450	1574
1651	7463	1572
1652	7468	1567
1653	7471	1562
1654	7474	1558
1655	7479	1553
1656	7482	1548
1657	7486	1544
1658	7489	1539
1659	7494	1534
1660	7499	1530
1661	7502	1525
1662	7506	1521
1663	7509	1516
1664	7513	1511
1665	7516	1506
1666	7520	1502
1667	7527	1498
1668	7531	1493
1669	7535	1489
1670	7538	1484
1671	7542	1479
1672	7546	1474
1673	7550	1470
1674	7554	1465
1675	7558	1461
1676	7562	1456
1677	7566	1451
1678	7569	1447
1679	7573	1442
1680	7577	1437
1681	7580	1433
1682	7584	1428
1683	7588	1423
1684	7592	1419
1685	7596	1414
1686	7599	1410
1687	7605	1405
