iter	Logloss
318	0.5314392625
319	0.5313223677
320	0.5312337226
321	0.5311262581
322	0.530886337
323	0.530661226
324	0.5304558633
325	0.5304136605
326	0.5300291029
327	0.5299603705
328	0.5298310111
329	0.5296107864
330	0.5293249988
331	0.529264402
332	0.5290038778
333	0.5289057129
334	0.5287250208
335	0.5286258378
336	0.5284999817
337	0.5283088098
338	0.5281608333
339	0.5280419015
340	0.5278182112
341	0.527637572
342	0.5275132686
343	0.5274711669
344	0.5272407558
345	0.5269276933
346	0.5265873892
347	0.5263725612
348	0.5263397684
349	0.5262119335
350	0.5260836022
351	0.5258687585
352	0.525723988
353	0.5255943263
354	0.5255742206
355	0.5251816623
356	0.525089725
357	0.5249179143
358	0.5247113902
359	0.5245931769
360	0.5243060217
361	0.5242386973
362	0.5241688302
363	0.5238064053
364	0.5237021374
365	0.5235519391
366	0.5233424153
367	0.5232276116
368	0.5231884301
369	0.5229180749
370	0.5227451092
371	0.5226778843
372	0.5226144483
373	0.5224589144
374	0.522336272
375	0.5217993625
376	0.5215169722
377	0.5212236826
378	0.5211281071
379	0.5210192942
380	0.5207607414
381	0.5206356052
382	0.5204469803
383	0.5203266075
384	0.5200649501
385	0.5198834911
386	0.5194572294
387	0.5191906649
388	0.5190456291
389	0.5187896248
390	0.5184612745
391	0.5181766327
392	0.5177628271
393	0.5177300783
394	0.5176431394
395	0.5175685928
396	0.5172637512
397	0.5170302586
398	0.5168430298
399	0.5167110423
400	0.5165789022
401	0.516554782
402	0.5165054057
403	0.516352253
404	0.5161141599
405	0.5160235225
406	0.5159265273
407	0.5158258385
408	0.5157115693
409	0.5156675567
410	0.5155677648
411	0.5152838078
412	0.5151274048
413	0.51504361
414	0.5149031886
415	0.5148657689
416	0.514685671
417	0.5145176887
418	0.5142265369
419	0.5140096999
420	0.5135283744
421	0.5134920426
422	0.5133057768
423	0.5131479696
424	0.5130064168
425	0.5125854349
426	0.5124477275
427	0.5122600511
428	0.512241537
429	0.5120382361
430	0.5118994546
431	0.5117659937
432	0.5117550601
433	0.5116078322
434	0.5114591842
435	0.5114414612
436	0.5112411845
437	0.5107435367
438	0.5106242793
439	0.5105029928
440	0.5101059078
441	0.5099486635
442	0.5098025769
443	0.5096274136
444	0.5094897926
445	0.5093606536
446	0.5090912729
447	0.5089700678
448	0.5089247805
449	0.5087029848
450	0.5086719242
451	0.5085008616
452	0.5083575824
453	0.5081505458
454	0.5080726958
455	0.5078951884
456	0.5075999415
457	0.5075706776
458	0.5073612038
459	0.5071859903
460	0.5069777638
461	0.506881516
462	0.5068668544
463	0.5065808608
464	0.5063908346
465	0.5062549654
466	0.5062388762
467	0.5058511083
468	0.505797363
469	0.5056908979
470	0.5056060353
471	0.5055431913
472	0.5050592707
473	0.5047978111
474	0.5045741553
475	0.5043221445
476	0.5042776455
477	0.5039574665
478	0.5038723191
479	0.5035675473
480	0.5035237366
481	0.5033144859
482	0.5031722864
483	0.5029861003
484	0.5028624373
485	0.5028232734
486	0.5026326964
487	0.5024659688
488	0.5022814301
489	0.5021691196
490	0.5020904209
491	0.5017936935
492	0.5014141182
493	0.5013779141
494	0.5010904138
495	0.5007999286
496	0.5007427996
497	0.5004354448
498	0.5003817232
499	0.5002862672
500	0.5000519766
501	0.4999784427
502	0.4998491663
503	0.499709564
504	0.4995489945
505	0.4994982019
506	0.4992532375
507	0.4991858098
508	0.499093528
509	0.4987046596
510	0.4986544708
511	0.498557089
512	0.4983101102
513	0.4980615796
514	0.4978473209
515	0.4976771981
516	0.4975614352
517	0.497269602
518	0.4967327556
519	0.4966891682
520	0.4966189538
521	0.4965715665
522	0.4964254372
523	0.496368711
524	0.4961696308
525	0.4958587006
526	0.4958294449
527	0.495760512
528	0.4954613927
529	0.4952987627
530	0.4950372394
531	0.4948033397
532	0.494724888
533	0.4945470744
534	0.4942771605
535	0.4938602739
536	0.493748383
537	0.4937128514
538	0.4936608004
539	0.4936325721
540	0.4933364709
541	0.4931054556
542	0.4930524324
543	0.4929065763
544	0.4927587192
545	0.4922343943
546	0.4920459486
547	0.4918922445
548	0.4912981383
549	0.4911077492
550	0.4908135516
551	0.4907175715
552	0.4904975659
553	0.4903930668
554	0.4900591701
555	0.4899718981
556	0.4899001255
557	0.4896394882
558	0.4895859438
559	0.4893163495
560	0.489051191
561	0.4889101024
562	0.4886777383
563	0.488338282
564	0.4879727468
565	0.4876139281
566	0.4874220141
567	0.4872724367
568	0.4870444256
569	0.4867876256
570	0.486609939
571	0.4863818507
572	0.4862334081
573	0.4860410964
574	0.485994409
575	0.4856153226
576	0.4854197377
577	0.4851641071
578	0.484900238
579	0.4846925353
580	0.484558314
581	0.4842283588
582	0.4841060935
583	0.4838190338
584	0.4838128389
585	0.4836397181
586	0.4833482403
587	0.4832607493
588	0.4831869978
589	0.4829318042
590	0.4828528669
591	0.4826636281
592	0.482505866
593	0.4822951323
594	0.4821715617
595	0.4820377588
596	0.4819262805
597	0.4818297356
598	0.4816036638
599	0.4815543575
600	0.4811275759
601	0.4810564802
602	0.4804754757
603	0.4804434479
604	0.4799222526
605	0.4795250412
606	0.4793271202
607	0.4789777284
608	0.4785056986
609	0.4782580298
610	0.477968682
611	0.4777262449
612	0.4774928072
613	0.476989188
614	0.4768971502
615	0.476666299
616	0.4761971512
617	0.4761710445
618	0.4760358853
619	0.4759940242
620	0.475782204
621	0.4757140586
622	0.475285382
623	0.4749518664
624	0.4746577534
625	0.4744783154
626	0.4741630461
627	0.4739482011
628	0.4737937219
629	0.4731115997
630	0.4726934706
631	0.4724704705
632	0.472181055
633	0.4721081069
634	0.4718933679
635	0.4716983428
636	0.4716240661
637	0.4714582437
638	0.4713849286
639	0.4713167463
640	0.4710696042
641	0.4710535844
642	0.4708791254
643	0.4707418583
644	0.4705490903
645	0.4702782617
646	0.4701187034
647	0.4699222115
648	0.469801528
649	0.4697441916
650	0.4693980991
651	0.4692603739
652	0.4688829219
653	0.4686079381
654	0.4684785004
655	0.4681632355
656	0.4679614254
657	0.4678100765
658	0.4677027442
659	0.4675149781
660	0.4673485208
661	0.4668776254
662	0.4666243018
663	0.4664174295
664	0.466376446
665	0.4661736413
666	0.4661291325
667	0.4660705351
668	0.4658583649
669	0.4655609483
670	0.4655098812
671	0.4653015003
672	0.4650747007
673	0.4647008448
674	0.464410157
675	0.4641777058
676	0.4640183941
677	0.4636286414
678	0.4632309337
679	0.4631537993
680	0.4629846774
681	0.4628366237
682	0.4625399666
683	0.4621655972
684	0.4619495628
685	0.4616581383
686	0.4616415326
687	0.4613602831
688	0.4612812756
689	0.4610319362
690	0.4608304194
691	0.4605426695
692	0.4604353933
693	0.4602043097
694	0.4597646421
695	0.4595201873
696	0.4594093525
697	0.4592119808
698	0.4590807752
699	0.4588259219
700	0.4585136728
701	0.4583350964
702	0.4580274368
703	0.4578799409
704	0.4575972531
705	0.4572823256
706	0.4571688562
707	0.4565424417
708	0.4560070972
709	0.4559574009
710	0.4557261626
711	0.4556769057
712	0.4556307935
713	0.4552683612
714	0.4545933259
715	0.4541303436
716	0.4540300248
717	0.453763226
718	0.4535744617
719	0.4534470787
720	0.4529949487
721	0.4527577668
722	0.4524617481
723	0.4524154219
724	0.4520640105
725	0.4519001759
726	0.4516703052
727	0.4513373761
728	0.4511656487
729	0.4510149163
730	0.450604871
731	0.4503507596
732	0.4501503334
733	0.4500962152
734	0.4498918608
735	0.4495546685
736	0.4491650713
737	0.4489557438
738	0.4489101648
739	0.4486320803
740	0.4483433492
741	0.4482033921
742	0.447871672
743	0.4476287769
744	0.4474402121
745	0.4471471287
746	0.4469560593
747	0.4468249542
748	0.4464603189
749	0.4463104834
750	0.445913877
751	0.4458878879
752	0.445655768
753	0.4453903065
754	0.4452822104
755	0.4448338139
756	0.4446971066
757	0.4446093702
758	0.4445772441
759	0.4443917181
760	0.4442608579
761	0.4441469685
762	0.4440295472
763	0.4437711603
764	0.4435155779
765	0.4433878551
766	0.4433293273
767	0.4430721642
768	0.442816383
769	0.442286193
770	0.4421828814
771	0.4421215861
772	0.4418428788
773	0.441513339
774	0.4411532613
775	0.4409015725
776	0.440660741
777	0.4403107894
778	0.4400392421
779	0.4399146819
780	0.4396616707
781	0.4395871346
782	0.438854893
783	0.4388323361
784	0.4384824565
785	0.4380884621
786	0.43778029
787	0.4373963434
788	0.4370953296
789	0.4370077468
790	0.4368258129
791	0.4363019302
792	0.4359084984
793	0.4355066896
794	0.4350985164
795	0.4349194002
796	0.4344640204
797	0.4341465546
798	0.4335727963
799	0.433481833
800	0.4332707874
801	0.433136096
802	0.432901638
803	0.4326753522
804	0.4326370345
805	0.4325178298
806	0.4323599049
807	0.4323248603
808	0.4320797877
809	0.4316827152
810	0.4314018061
811	0.4312239961
812	0.4311811025
813	0.4307964618
814	0.4307716767
815	0.4307464246
816	0.4305032117
817	0.4302656342
818	0.4302318568
819	0.4301945109
820	0.4300555822
821	0.4296927831
822	0.4294221694
823	0.4289811678
824	0.4286520348
825	0.4281936324
826	0.4280975786
827	0.4278478673
828	0.427659842
829	0.4273842336
830	0.4271916312
831	0.4268015054
832	0.4263701166
833	0.4259164783
834	0.4256144925
835	0.4252733285
836	0.4249933004
837	0.4244593981
838	0.4243846616
839	0.423981755
840	0.4238102527
841	0.423713636
842	0.4235326843
843	0.4232357005
844	0.4229653726
845	0.4227787072
846	0.4224629156
847	0.4221545799
848	0.4219855874
849	0.4218597502
850	0.4217667691
851	0.4215272719
852	0.4214807098
853	0.4212341518
854	0.4212038929
855	0.4207305915
856	0.4206228494
857	0.4204915335
858	0.4202737254
859	0.4195713689
860	0.4195115189
861	0.4194565987
862	0.4190939206
863	0.4188495334
864	0.418671935
865	0.4185607834
866	0.4181628308
867	0.4178175165
868	0.417767383
869	0.4174513411
870	0.4171686495
871	0.4169762488
872	0.4167554427
873	0.416269763
874	0.4156681703
875	0.4152214873
876	0.4151944305
877	0.4149870937
878	0.4147278711
879	0.4144492606
880	0.4141703116
881	0.413855773
882	0.4135366158
883	0.4133055885
884	0.4132250631
885	0.4130121216
886	0.4128183486
887	0.4126025496
888	0.4124763418
889	0.4123249462
890	0.4121484922
891	0.4114828463
892	0.4112713015
893	0.4111342978
894	0.410840549
895	0.4105997826
896	0.4102891699
897	0.4101224387
898	0.4100901646
899	0.4099849626
900	0.4098446252
901	0.4094621199
902	0.4094572146
903	0.4092325302
904	0.4087441954
905	0.4086023887
906	0.4083479259
907	0.4081342045
908	0.408002503
909	0.4076927264
910	0.4076482367
911	0.4074691741
912	0.4071201398
913	0.4068177513
914	0.4066821956
915	0.4066066153
916	0.4065507512
917	0.4064991225
918	0.4064479354
919	0.4064106076
920	0.4063452054
921	0.4062831401
922	0.4060584259
923	0.4057366031
924	0.4054595324
925	0.4052541965
926	0.4051821201
927	0.4049864498
928	0.4045893704
929	0.403994477
930	0.4037751882
931	0.4035010969
932	0.4030910695
933	0.4030301003
934	0.4027230448
935	0.4021355186
936	0.401884288
937	0.4015386225
938	0.4012928563
939	0.4010956267
940	0.4007278162
941	0.4006941885
942	0.4003916321
943	0.3998553192
944	0.3992835895
945	0.3990957874
946	0.398806629
947	0.3986500174
948	0.3983737685
949	0.3981955565
950	0.3979632664
951	0.3979431141
952	0.3977422717
953	0.3973993676
954	0.3970801637
955	0.3968646286
956	0.3966608238
957	0.3964208133
958	0.3959819173
959	0.3957280298
960	0.3953890078
961	0.3951800545
962	0.3950967949
963	0.3948261188
964	0.3946241454
965	0.3946000409
966	0.3944755122
967	0.3942771798
968	0.393951596
969	0.3936707255
970	0.3934668742
971	0.3933645198
972	0.3931560958
973	0.3930723648
974	0.3926698694
975	0.3924797957
976	0.3919767177
977	0.3919339991
978	0.3916567897
979	0.3915508081
980	0.3912050342
981	0.3909642515
982	0.390593614
983	0.3905403722
984	0.3904632995
985	0.3902149147
986	0.3900982987
987	0.3900654679
988	0.3897680466
989	0.3894449208
990	0.3891812604
991	0.3887753638
992	0.3886226246
993	0.3883260203
994	0.3881730604
995	0.3880177302
996	0.3877269481
997	0.3875966338
998	0.3873198864
999	0.3872421101
1000	0.3870498225
1001	0.3869020718
1002	0.3867752114
1003	0.3867277802
1004	0.386569382
1005	0.3864689666
1006	0.386267698
1007	0.3860716659
1008	0.3859512364
1009	0.3857246586
1010	0.3855501763
1011	0.3854633444
1012	0.3853972555
1013	0.3852514641
1014	0.3852253698
1015	0.3849998522
1016	0.3849356566
1017	0.3848278183
1018	0.3846804554
1019	0.3845439429
1020	0.3842639097
1021	0.3841399215
1022	0.3840599491
1023	0.3839087414
1024	0.3835004298
1025	0.3833278999
1026	0.3831576248
1027	0.3830614866
1028	0.3826688792
1029	0.3824039485
1030	0.3822338433
1031	0.3820473398
1032	0.3819247996
1033	0.3815815946
1034	0.3812024366
1035	0.380954781
1036	0.3807873336
1037	0.3806179093
1038	0.3805067269
1039	0.3802227036
1040	0.3799583642
1041	0.379753786
1042	0.3795462932
1043	0.3791878164
1044	0.3791573111
1045	0.3789496704
1046	0.3786183929
1047	0.3784800328
1048	0.3784416178
1049	0.3781839655
1050	0.3778619366
1051	0.3775843779
1052	0.377463329
1053	0.3771798422
1054	0.377130957
1055	0.3769809936
1056	0.376887147
1057	0.3767604429
1058	0.3766006783
1059	0.3762746844
1060	0.376151721
1061	0.3760518818
1062	0.3758176426
1063	0.3756813913
1064	0.3755391204
1065	0.375248676
1066	0.3749578009
1067	0.3748801192
1068	0.3747577409
1069	0.3744652716
1070	0.3742900508
1071	0.3740091
1072	0.3737341978
1073	0.3736086842
1074	0.3734952727
1075	0.3733041584
1076	0.3731384842
1077	0.3730234858
1078	0.3726975396
1079	0.3725386744
1080	0.372416935
1081	0.3721112207
1082	0.3718704651
1083	0.371773018
1084	0.3715283202
1085	0.3710188069
1086	0.3707085101
1087	0.3703760893
1088	0.370333036
1089	0.3701260435
1090	0.3699409031
1091	0.3694596452
1092	0.3692551868
1093	0.3689333999
1094	0.3688974483
1095	0.3686931228
1096	0.3685973969
1097	0.3684114648
1098	0.3683664477
1099	0.3683520077
1100	0.3681140059
1101	0.3680304601
1102	0.3679621293
1103	0.3677192121
1104	0.3676624757
1105	0.3674039952
1106	0.3673152854
1107	0.3669619903
1108	0.3667059314
1109	0.3664922322
1110	0.3664524962
1111	0.3661731934
1112	0.3660658093
1113	0.3656220677
1114	0.3655621436
1115	0.3654448433
1116	0.3653206884
1117	0.3651174406
1118	0.3647496468
1119	0.3643411335
1120	0.3640623655
1121	0.3639037336
1122	0.3636335985
1123	0.3633132383
1124	0.3632738866
1125	0.3630216782
1126	0.362880767
1127	0.3627033475
1128	0.3624012407
1129	0.3623119622
1130	0.361952273
1131	0.3617161127
1132	0.3614995654
1133	0.3614411734
1134	0.3609374816
1135	0.360841015
1136	0.3604589397
1137	0.3600193385
1138	0.3597265426
1139	0.3595774693
1140	0.3594596091
1141	0.3592742548
1142	0.3591702951
1143	0.3590972334
1144	0.3590655458
1145	0.3587457905
1146	0.3584743144
1147	0.3584337251
1148	0.3581073754
1149	0.3577587384
1150	0.3576905197
1151	0.3576545578
1152	0.3573415155
1153	0.3571838241
1154	0.356999689
1155	0.3568801183
1156	0.356758799
1157	0.3564139895
1158	0.356248511
1159	0.3562273453
1160	0.3561637659
1161	0.3560609218
1162	0.3555589141
1163	0.3553046077
1164	0.3551844831
1165	0.354758418
1166	0.3546845816
1167	0.3545154752
1168	0.3543138961
1169	0.3540774622
1170	0.3540478587
1171	0.3539004014
1172	0.3537293866
1173	0.3536709346
1174	0.3533984615
1175	0.3532193843
1176	0.3528698626
1177	0.352795903
1178	0.3526728042
1179	0.3526226279
1180	0.352317751
1181	0.3521561629
1182	0.3520683274
1183	0.3518450937
1184	0.3515880707
1185	0.3513746416
1186	0.3512039566
1187	0.3511439749
1188	0.3510746973
1189	0.3509422035
1190	0.3506959385
1191	0.3504927034
1192	0.3503436363
1193	0.3501126327
1194	0.3499716378
1195	0.3499206205
1196	0.3496949042
1197	0.3495128782
1198	0.3493834038
1199	0.3492286322
1200	0.3489526146
1201	0.3489044589
1202	0.348740708
1203	0.3486232212
1204	0.3485978492
1205	0.3484938271
1206	0.3484629618
1207	0.3481297348
1208	0.3478962373
1209	0.3475792496
1210	0.3474005281
1211	0.3471908826
1212	0.3469608843
1213	0.3469034981
1214	0.3466551072
1215	0.346387679
1216	0.3460006399
1217	0.3458437203
1218	0.3456476043
1219	0.3453540542
1220	0.3452403991
1221	0.3450103656
1222	0.3448886287
1223	0.3446663516
1224	0.3446302106
1225	0.3446094356
1226	0.3444043462
1227	0.3443464323
1228	0.3442463304
1229	0.3438586917
1230	0.3437004445
1231	0.3435069278
1232	0.3432524453
1233	0.3432355692
1234	0.3430188914
1235	0.3428060528
1236	0.3427519972
1237	0.3426624702
1238	0.3424507146
1239	0.3423711333
1240	0.3423354902
1241	0.3421371979
1242	0.3420717962
1243	0.3420500232
1244	0.341828288
1245	0.3416463968
1246	0.3415065904
1247	0.341086473
1248	0.3409975292
1249	0.3406135993
1250	0.3404013938
1251	0.3402557742
1252	0.3402298297
1253	0.3402232235
1254	0.3401192304
1255	0.3399845004
1256	0.339923983
1257	0.3399099534
1258	0.3397422826
1259	0.3396671694
1260	0.3393652216
1261	0.3391573172
1262	0.338995221
1263	0.338907501
1264	0.3388244384
1265	0.3386969617
1266	0.3385780647
1267	0.3383083559
1268	0.3380984559
1269	0.3379770462
1270	0.3376322962
1271	0.3375192591
1272	0.3372639934
1273	0.3371628865
1274	0.3371262783
1275	0.3367937885
1276	0.3365421909
1277	0.3362537034
1278	0.3361889484
1279	0.3360690414
1280	0.3357479022
1281	0.3356459605
1282	0.3354682333
1283	0.3351436551
1284	0.3350346574
1285	0.3348250365
1286	0.3348032813
1287	0.3347200288
1288	0.33470366
1289	0.334581107
1290	0.3344936022
1291	0.334391165
1292	0.3341581087
1293	0.3341052748
1294	0.3337969213
1295	0.3337303563
1296	0.3336588958
1297	0.333529879
1298	0.3333671649
1299	0.333325187
1300	0.3331966664
1301	0.3330211793
1302	0.332987854
1303	0.3329501069
1304	0.3326865139
1305	0.3324829347
1306	0.3322610799
1307	0.3319099893
1308	0.3315089219
1309	0.3313254159
1310	0.3312987123
1311	0.3308791564
1312	0.3306801379
1313	0.3303831765
1314	0.3302898854
1315	0.3301917043
1316	0.3300588308
1317	0.3299830763
1318	0.3295144449
1319	0.3293742538
1320	0.3293283707
1321	0.3291555872
1322	0.3290030053
1323	0.3288161717
1324	0.3288152119
1325	0.3287573855
1326	0.3286641609
1327	0.3285693095
1328	0.3283857679
1329	0.3280535207
1330	0.3280224475
1331	0.3278387561
1332	0.3275512086
1333	0.3275502608
1334	0.3272729797
1335	0.3271921217
1336	0.3269205841
1337	0.3268298521
1338	0.3266815978
1339	0.3265825515
1340	0.3264761685
1341	0.3263924934
1342	0.326341882
1343	0.3260834425
1344	0.3259488488
1345	0.3258868012
1346	0.3255900932
1347	0.325323371
1348	0.3249497975
1349	0.324842153
1350	0.3247702092
1351	0.324440821
1352	0.3241992821
1353	0.3240086631
1354	0.3238872365
1355	0.3238323532
1356	0.3238298854
1357	0.3236515645
1358	0.3233612236
1359	0.3233147959
1360	0.3232590724
1361	0.3231105326
1362	0.3229972342
1363	0.3227101846
1364	0.3225323504
1365	0.3224024399
1366	0.3221565046
1367	0.3221291164
1368	0.3220954317
1369	0.3220179397
1370	0.3218389652
1371	0.3216741135
1372	0.3215358654
1373	0.3212832577
1374	0.321256265
1375	0.3210367936
1376	0.3210021273
1377	0.3209049064
1378	0.320625778
1379	0.3204839065
1380	0.3202912566
1381	0.3201365865
1382	0.3200629607
1383	0.3200150678
1384	0.3199171204
1385	0.3197873411
1386	0.3195938956
1387	0.319579322
1388	0.3193809173
1389	0.3193180955
1390	0.3192605775
1391	0.3190771906
1392	0.3189558397
1393	0.3187980775
1394	0.318674796
1395	0.3186622509
1396	0.3185511757
1397	0.3182983223
1398	0.3182521906
1399	0.3182053415
1400	0.3180053971
1401	0.3177487307
1402	0.3175688673
1403	0.3173252827
1404	0.317048159
1405	0.316852599
1406	0.3167582495
1407	0.3165869597
1408	0.3164757895
1409	0.3161362496
1410	0.3157852239
1411	0.3156093665
1412	0.3154230948
1413	0.3153471932
1414	0.3152921813
1415	0.3151182449
1416	0.3149777275
1417	0.3148866756
1418	0.3148320362
1419	0.3148066162
1420	0.3147492189
1421	0.3144898466
1422	0.3143602294
1423	0.3142963008
1424	0.3141252785
1425	0.3141095031
1426	0.313994092
1427	0.3139137437
1428	0.3135173936
1429	0.3134838757
1430	0.3133598111
1431	0.3132381736
1432	0.3130770106
1433	0.3130201389
1434	0.3127878005
1435	0.3124788796
1436	0.3124612203
1437	0.3124401626
1438	0.3123346572
1439	0.3122444318
1440	0.311977148
1441	0.3117092365
1442	0.3116978541
1443	0.3116665993
1444	0.311407669
1445	0.3113900488
1446	0.3113644506
1447	0.3112309581
1448	0.3110328208
1449	0.3109114152
1450	0.3107901622
1451	0.3104953035
1452	0.3104742192
1453	0.3102208231
1454	0.310079716
1455	0.3100791364
1456	0.3099538743
1457	0.3098938807
1458	0.30977689
1459	0.3095783447
1460	0.3095517342
1461	0.3094156327
1462	0.3093038507
1463	0.3089045457
1464	0.3087451922
1465	0.3085868128
1466	0.308357577
1467	0.3083056627
1468	0.308184792
1469	0.3080932616
1470	0.3079485578
1471	0.3078083014
1472	0.3077767047
1473	0.3077267377
1474	0.3077131905
1475	0.307640006
1476	0.3074371976
1477	0.3073058597
1478	0.306985162
1479	0.3069316375
1480	0.3068775583
1481	0.3067421777
1482	0.3067280604
1483	0.3062937561
1484	0.3062438159
1485	0.3059442494
1486	0.305908013
1487	0.3056605795
1488	0.3054555181
1489	0.3052464179
1490	0.3050162608
1491	0.3048792664
1492	0.3046157749
1493	0.3045980681
1494	0.3043545549
1495	0.3042650327
1496	0.3040873198
1497	0.3039549983
1498	0.30389342
1499	0.3038476883
1500	0.3036480586
1501	0.3035460775
1502	0.3034758659
1503	0.3033672635
1504	0.3033458077
1505	0.3032236404
1506	0.3032101701
1507	0.3030103032
1508	0.3028533259
1509	0.3027409402
1510	0.3026905359
1511	0.3025179415
1512	0.3022965413
1513	0.3022566703
