iter	Logloss
1514	0.3020710896
1515	0.3019088101
1516	0.3018237076
1517	0.3017961239
1518	0.301754921
1519	0.3016627233
1520	0.3013971809
1521	0.3010924181
1522	0.3009117212
1523	0.3007403256
1524	0.3005631252
1525	0.3004378365
1526	0.3003125988
1527	0.3001437847
1528	0.3000785421
1529	0.3000569402
1530	0.2998606928
1531	0.2997867526
1532	0.2996884741
1533	0.2993264041
1534	0.2993086517
1535	0.2992254737
1536	0.2991468349
1537	0.2989852068
1538	0.2989294632
1539	0.2987016969
1540	0.2984578037
1541	0.2984225347
1542	0.2983401359
1543	0.2982480055
1544	0.2981753969
1545	0.2981222815
1546	0.2979761256
1547	0.2979069852
1548	0.2978627683
1549	0.2976045055
1550	0.2974362525
1551	0.2973912321
1552	0.2972492546
1553	0.2971906225
1554	0.2970813661
1555	0.2970046233
1556	0.2969209525
1557	0.2968258452
1558	0.2967778234
1559	0.2966534408
1560	0.296364087
1561	0.2962054066
1562	0.2960060596
1563	0.2957999037
1564	0.2957737518
1565	0.2954370358
1566	0.2953785915
1567	0.2953095007
1568	0.2950409267
1569	0.2949525779
1570	0.29491432
1571	0.2948746556
1572	0.2947876757
1573	0.2946361051
1574	0.2944072059
1575	0.2942178251
1576	0.294132346
1577	0.2941228853
1578	0.2938727362
1579	0.2936574064
1580	0.2934843722
1581	0.2933070569
1582	0.2930827302
1583	0.292833385
1584	0.2927594715
1585	0.2925801592
1586	0.292355217
1587	0.2921249158
1588	0.292000542
1589	0.2917522713
1590	0.2913517854
1591	0.2911329379
1592	0.2910412553
1593	0.2909764644
1594	0.2907979588
1595	0.2907566788
1596	0.290484986
1597	0.2904673271
1598	0.2902607407
1599	0.2902348693
1600	0.290118967
1601	0.2900447365
1602	0.2900325989
1603	0.2898083362
1604	0.2895500309
1605	0.2895313982
1606	0.2894892917
1607	0.2893832497
1608	0.2893149056
1609	0.2892441174
1610	0.2891713056
1611	0.2889777822
1612	0.288952031
1613	0.2889057814
1614	0.2886888422
1615	0.2885639207
1616	0.2883507668
1617	0.2881686238
1618	0.2880343409
1619	0.2877368378
1620	0.2875912737
1621	0.2873948022
1622	0.2872027375
1623	0.2871330442
1624	0.2868387728
1625	0.2868028391
1626	0.2866706496
1627	0.286536617
1628	0.2865159434
1629	0.2864863597
1630	0.2864009997
1631	0.2863819059
1632	0.2863006398
1633	0.2861738563
1634	0.285949169
1635	0.285809663
1636	0.2856977275
1637	0.2856852072
1638	0.2855783435
1639	0.2855307535
1640	0.2852616928
1641	0.2852391164
1642	0.285165957
1643	0.2850611473
1644	0.2850493729
1645	0.2848045576
1646	0.2847298039
1647	0.2847267098
1648	0.2846526696
1649	0.2843850928
1650	0.2842356148
1651	0.2841701895
1652	0.284128906
1653	0.2840354395
1654	0.2838729348
1655	0.2837234546
1656	0.2836874575
1657	0.28357509
1658	0.283517905
1659	0.2834913747
1660	0.2833284468
1661	0.2830746425
1662	0.2830270537
1663	0.2829207615
1664	0.2828381469
1665	0.2826730632
1666	0.2826602578
1667	0.2823266131
1668	0.282258507
1669	0.2821474864
1670	0.2820863057
1671	0.2820601577
1672	0.2819226246
1673	0.2817317501
1674	0.2816516085
1675	0.2816509568
1676	0.2816398281
1677	0.2814488652
1678	0.2813344216
1679	0.2812742994
1680	0.2812280588
1681	0.2811724271
1682	0.2811176596
1683	0.2810209941
1684	0.2809305963
1685	0.2808230704
1686	0.2805294971
1687	0.2805278522
1688	0.2803987591
1689	0.2801687954
1690	0.2799959763
1691	0.2799416612
1692	0.2799240747
1693	0.2798159826
1694	0.2796026501
1695	0.2795299388
1696	0.2794474722
1697	0.2794145182
1698	0.2792127728
1699	0.2791130092
1700	0.2790906706
1701	0.2788949275
1702	0.2788694341
1703	0.2788487756
1704	0.2786475959
1705	0.2783343565
1706	0.2782893435
1707	0.2782537463
1708	0.2780429333
1709	0.2780158094
1710	0.2779138367
1711	0.2777843009
1712	0.2777130175
1713	0.2776876828
1714	0.277468183
1715	0.2774371629
1716	0.2773131847
1717	0.2771594267
1718	0.2768844408
1719	0.2767526854
1720	0.2765555657
1721	0.2764678691
1722	0.2763103216
1723	0.2761164045
1724	0.2758884675
1725	0.2757074407
1726	0.2755008019
1727	0.2753064342
1728	0.2752248382
1729	0.2750162889
1730	0.2748908233
1731	0.2747505962
1732	0.2746190294
1733	0.2745757438
1734	0.2744866709
1735	0.2744239821
1736	0.2743274113
1737	0.2742413777
1738	0.2740917703
1739	0.2739501493
1740	0.2738764681
1741	0.2738107894
1742	0.2737748359
1743	0.2737528683
1744	0.2736668011
1745	0.2736476207
1746	0.2735149281
1747	0.2735054957
1748	0.273468994
1749	0.27332483
1750	0.2732827913
1751	0.2730436264
1752	0.272916972
1753	0.2726873711
1754	0.2725041217
1755	0.2724025739
1756	0.2723200529
1757	0.2723028988
1758	0.2720981675
1759	0.2720085503
1760	0.2719345129
1761	0.2718338758
1762	0.2717860769
1763	0.2717476491
1764	0.2716879025
1765	0.2715694227
1766	0.2715063257
1767	0.2712958632
1768	0.2711428669
1769	0.270914852
1770	0.2708391122
1771	0.2705523713
1772	0.2705148132
1773	0.27031325
1774	0.2702188031
1775	0.2700626802
1776	0.2700280881
1777	0.2698584601
1778	0.2694862565
1779	0.2693331692
1780	0.2693127784
1781	0.2692221048
1782	0.2692038211
1783	0.2690941003
1784	0.269027874
1785	0.26890103
1786	0.268704359
1787	0.268679308
1788	0.2685838655
1789	0.2684298952
1790	0.2683789498
1791	0.2681964252
1792	0.2680555416
1793	0.2677716184
1794	0.2677465611
1795	0.2675780733
1796	0.2674345069
1797	0.2672686426
1798	0.2671121876
1799	0.2669952406
1800	0.2669164125
1801	0.2668620529
1802	0.2667107317
1803	0.2665020244
1804	0.2664791599
1805	0.2663253901
1806	0.2662538155
1807	0.26606046
1808	0.2660225307
1809	0.2658307298
1810	0.2657204939
1811	0.2655422065
1812	0.2654777155
1813	0.2654630297
1814	0.265336128
1815	0.2651373642
1816	0.2651015274
1817	0.2650832896
1818	0.2650262544
1819	0.2648874327
1820	0.2647240336
1821	0.2646273395
1822	0.2645355612
1823	0.2644655652
1824	0.2643261266
1825	0.2642635474
1826	0.2642016447
1827	0.2641393303
1828	0.2638395645
1829	0.263830236
1830	0.2637193277
1831	0.2633893862
1832	0.2632301348
1833	0.2628849368
1834	0.2627822081
1835	0.2626843105
1836	0.2625557495
1837	0.2624907106
1838	0.2622747504
1839	0.2622262077
1840	0.2621875506
1841	0.2620756395
1842	0.2620036614
1843	0.261781522
1844	0.2617722968
1845	0.2616580141
1846	0.2615073921
1847	0.2613600218
1848	0.2612219555
1849	0.2611222689
1850	0.2610642952
1851	0.2610256114
1852	0.2609180381
1853	0.2608434794
1854	0.260607342
1855	0.2605086669
1856	0.2604710894
1857	0.260364239
1858	0.260262714
1859	0.260195923
1860	0.2601921705
1861	0.260130956
1862	0.2599510358
1863	0.2598512979
1864	0.2597265717
1865	0.2595985011
1866	0.2595073866
1867	0.25942304
1868	0.2593419725
1869	0.2592857812
1870	0.2590702755
1871	0.2589366539
1872	0.2588602075
1873	0.2587209377
1874	0.2585319582
1875	0.2585020798
1876	0.2583997841
1877	0.2583157521
1878	0.2582609259
1879	0.2582603003
1880	0.2581732147
1881	0.2580623621
1882	0.2578933854
1883	0.2576545398
1884	0.2575251029
1885	0.2574312142
1886	0.2574161324
1887	0.2573705553
1888	0.2571630679
1889	0.2570179864
1890	0.2570051257
1891	0.2568422077
1892	0.256693289
1893	0.2564844274
1894	0.2562845594
1895	0.2562311528
1896	0.2561305024
1897	0.2560758332
1898	0.2558904758
1899	0.255809079
1900	0.2557439396
1901	0.2556547338
1902	0.2555685643
1903	0.255500278
1904	0.2554985663
1905	0.2553645198
1906	0.2553222946
1907	0.255195265
1908	0.2550003377
1909	0.2549881699
1910	0.2549240068
1911	0.2547270913
1912	0.254670539
1913	0.2546539459
1914	0.2545336298
1915	0.2544441214
1916	0.2544401915
1917	0.2541672782
1918	0.2540102363
1919	0.2539222497
1920	0.2538125462
1921	0.2536335846
1922	0.2535862939
1923	0.2535338089
1924	0.253462365
1925	0.2533782454
1926	0.2532454774
1927	0.2530221745
1928	0.2530161227
1929	0.2528492164
1930	0.2527681858
1931	0.252611746
1932	0.252552571
1933	0.2523272909
1934	0.2522458091
1935	0.2521482847
1936	0.2521327766
1937	0.2520156753
1938	0.2518698014
1939	0.2518042261
1940	0.2517258769
1941	0.2515379409
1942	0.251344698
1943	0.2512464631
1944	0.2511784142
1945	0.2510089478
1946	0.2509897401
1947	0.2508258732
1948	0.2505074977
1949	0.2504040297
1950	0.2503244472
1951	0.2502398788
1952	0.2501798269
1953	0.2501084262
1954	0.2498941741
1955	0.2498313974
1956	0.2497721148
1957	0.2497211602
1958	0.249693958
1959	0.2496013587
1960	0.249532506
1961	0.2495124706
1962	0.2494623877
1963	0.2494403678
1964	0.2493957246
1965	0.2491631676
1966	0.2489913144
1967	0.248874564
1968	0.2486704198
1969	0.2485994568
1970	0.2485557585
1971	0.2484534758
1972	0.2483595444
1973	0.2483344463
1974	0.2481623503
1975	0.2480279729
1976	0.2479933941
1977	0.2479791822
1978	0.2479127601
1979	0.2477982486
1980	0.2477001637
1981	0.247682357
1982	0.2475918807
1983	0.2475740874
1984	0.2473946502
1985	0.2473230747
1986	0.2471282315
1987	0.2470226657
1988	0.2467728589
1989	0.2467130416
1990	0.2466508099
1991	0.2466177534
1992	0.2463250296
1993	0.2461766822
1994	0.2461398135
1995	0.2459391184
1996	0.2459056895
1997	0.2458070392
1998	0.2457434952
1999	0.2456903782
